n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
247,30922,11,2,3,1,1,2,1,0,0,0,1,1,1,2,2,2,1,1,1,1,10,1,3,1,1
248,31048,8,1,2,1,1,2,1,0,0,0,1,0,1,2,2,2,1,1,1,1,8,1,2,1,1
249,31172,6,1,2,1,0,2,1,1,0,0,2,0,1,2,2,3,1,1,1,1,7,1,2,1,1
250,31300,5,1,2,1,0,2,1,1,0,0,2,0,1,2,2,3,2,2,1,1,6,1,1,1,0
251,31423,5,1,2,1,0,2,1,1,0,0,2,1,1,2,2,4,2,2,1,1,6,2,1,1,0
252,31548,4,2,2,0,0,1,1,1,0,0,2,1,1,1,2,4,2,2,1,1,6,2,1,0,0
253,31672,4,2,2,0,0,1,1,1,1,0,2,1,1,1,3,6,2,3,1,1,5,3,1,0,0
254,31798,3,2,2,0,0,1,0,1,1,0,2,1,1,1,3,8,2,3,1,1,4,3,1,0,0
255,31923,3,3,2,0,0,1,0,1,1,0,2,2,1,1,3,10,3,4,1,1,3,3,1,0,0
256,32048,3,3,2,1,0,1,0,1,1,0,3,2,0,1,2,12,3,4,1,1,4,3,1,1,0
257,32176,4,3,2,1,0,1,1,1,1,0,3,2,0,1,2,13,3,4,1,1,5,3,1,1,0
258,32298,6,2,2,1,0,1,1,1,1,0,3,2,0,1,2,13,3,3,1,1,7,2,1,1,0
259,32423,8,2,1,1,0,1,1,1,1,0,4,3,0,1,2,12,3,3,1,1,10,2,1,1,0
260,32549,10,2,1,1,0,2,1,1,1,0,4,3,0,1,2,10,3,2,1,1,12,2,1,1,0
261,32673,11,2,1,1,0,2,1,0,1,0,4,3,0,2,2,9,3,2,1,1,13,2,1,1,0
262,32799,11,2,1,1,0,2,1,0,1,0,4,3,0,2,2,7,3,1,1,1,13,2,2,0,0
263,32924,10,2,1,0,0,3,1,0,1,0,4,3,0,2,2,6,3,1,1,1,11,2,2,0,0
264,33048,8,1,1,0,0,3,1,0,1,0,4,4,0,2,2,5,2,1,1,1,9,2,2,0,0
265,33173,6,1,1,0,0,3,1,0,1,0,3,4,0,2,2,4,2,1,1,1,6,2,2,0,0
266,33297,4,1,2,0,0,3,1,0,1,0,3,4,1,2,2,2,1,1,1,1,4,2,2,0,0
267,33423,2,2,2,0,0,3,1,0,1,0,3,4,1,2,2,2,1,1,1,1,3,2,1,0,0
268,33548,1,2,2,0,0,3,1,0,1,0,4,5,1,2,2,1,1,1,1,1,2,2,1,0,0
269,33673,1,2,2,0,0,2,1,0,1,0,5,6,1,2,2,1,1,1,1,1,2,2,1,0,0
270,33815,1,3,2,0,0,2,1,0,1,0,7,6,1,2,3,1,1,1,1,1,2,3,1,0,0
271,33922,1,3,2,0,0,1,0,0,1,0,8,7,1,2,3,1,2,1,1,0,3,3,1,0,0
272,34223,3,4,2,0,0,1,1,0,1,0,9,7,1,2,3,2,2,1,1,0,3,4,2,0,0
273,34224,4,4,3,0,0,1,1,0,0,0,9,7,1,2,3,3,2,1,1,0,4,4,2,0,0
274,34516,5,4,3,0,0,1,1,0,0,0,9,8,1,2,3,4,2,1,1,1,6,5,2,0,0
275,34517,7,5,3,0,0,1,1,0,0,0,10,10,2,2,3,5,3,1,1,1,7,5,2,0,0
276,34865,8,6,3,0,0,1,1,0,0,0,13,15,2,2,4,6,4,1,1,1,8,6,2,0,0
277,34866,8,6,3,0,0,1,1,0,0,0,16,21,2,3,4,7,5,1,1,1,9,6,2,0,0
278,34868,8,6,3,0,0,1,1,0,0,0,19,27,2,4,5,9,5,1,1,1,11,7,2,0,0
279,35182,9,6,2,0,0,1,1,0,0,0,21,31,2,6,5,10,5,2,1,1,12,7,1,0,0
280,35182,10,5,2,0,0,2,1,0,0,0,21,30,2,7,5,13,5,2,1,1,13,7,1,0,0
281,35183,12,4,1,0,0,2,1,0,0,0,17,26,2,8,4,17,4,2,1,1,14,6,1,0,0
282,35485,13,3,1,0,0,3,1,0,0,0,13,20,3,9,4,21,4,2,1,1,14,4,1,0,0
283,35485,14,2,1,0,0,4,1,0,0,0,9,13,3,10,4,24,4,3,1,1,13,3,1,0,0
284,35869,14,2,1,0,0,5,1,0,0,0,6,8,5,11,4,25,4,3,1,1,11,2,1,0,0
285,35870,12,2,1,1,0,6,1,0,0,0,6,6,6,12,5,24,4,3,1,1,10,2,1,1,0
286,35871,11,2,2,1,0,6,1,0,0,0,11,5,7,14,6,22,5,3,2,1,10,3,3,1,0
287,36230,12,4,3,1,1,5,1,0,0,0,26,6,9,17,7,21,5,4,2,1,12,4,5,1,0
288,36230,15,6,4,1,1,4,1,0,0,0,51,7,11,20,9,22,6,5,2,1,17,7,8,1,1
289,36230,22,10,6,2,1,3,1,1,0,0,81,8,14,23,11,26,7,6,2,1,23,10,11,2,1
290,36483,32,13,7,2,1,2,1,1,0,0,111,9,17,24,15,31,7,7,2,1,31,13,13,3,1
291,36484,45,16,8,2,1,2,0,0,0,0,131,10,19,24,18,35,8,8,3,1,38,16,14,3,1
292,36787,57,18,8,3,1,2,0,0,0,0,135,10,19,21,19,36,7,8,3,2,42,17,13,4,1
293,36788,67,19,8,4,1,2,0,0,0,0,122,11,17,17,19,35,6,7,4,2,44,18,12,5,1
294,37113,70,18,8,4,1,2,0,0,0,0,99,12,14,12,16,30,5,6,4,2,44,17,10,6,1
295,37114,67,16,7,5,1,3,0,0,0,0,74,15,11,8,13,25,4,5,4,2,40,15,10,6,1
296,37114,57,15,8,4,1,4,0,0,0,0,53,17,8,6,9,19,4,5,4,2,34,13,9,5,1
297,37405,45,13,9,4,1,4,0,0,1,0,40,19,6,4,6,14,4,6,4,2,29,12,10,5,1
298,37406,34,12,9,3,1,4,1,1,1,0,31,20,5,3,4,12,6,8,3,1,26,12,10,4,1
299,37692,28,12,9,3,1,5,1,1,1,0,26,19,4,3,3,11,7,9,3,1,26,12,10,3,1
300,37693,28,13,9,3,1,5,1,1,1,0,20,16,3,3,2,12,9,11,3,1,30,13,10,3,1
301,37693,31,13,9,3,1,5,1,1,1,0,15,13,2,2,3,13,10,11,3,1,35,13,9,3,1
302,38054,34,14,8,4,1,4,1,1,1,0,11,9,2,2,3,14,12,11,3,1,41,14,8,4,1
303,38054,37,15,8,4,1,4,1,1,1,0,8,6,1,2,3,15,14,10,4,1,45,16,8,5,1
304,38055,39,16,8,5,1,4,1,1,1,0,6,4,1,2,3,17,16,9,4,2,47,17,9,6,1
305,38339,40,17,9,6,1,5,1,1,0,0,5,3,1,2,3,19,17,8,5,2,47,17,11,6,1
306,38339,39,17,10,6,1,5,2,1,0,0,5,3,1,2,3,22,18,8,5,2,45,18,12,6,1
307,38627,38,17,12,6,1,6,2,1,0,0,4,3,1,2,3,24,18,9,4,2,42,18,14,6,1
308,38628,37,17,13,5,1,6,2,0,0,0,4,3,1,2,3,26,17,9,4,2,40,18,15,5,1
309,38986,38,18,13,4,1,9,1,0,0,0,4,3,1,2,3,27,15,9,3,2,38,18,15,4,1
310,38986,40,19,13,4,2,15,2,0,0,0,4,3,1,2,3,25,14,9,3,2,37,17,15,4,1
311,38986,47,21,13,3,2,27,3,0,0,0,4,3,1,2,3,25,13,9,3,3,39,18,14,3,2
312,39274,58,26,14,4,2,47,5,1,0,0,7,5,1,2,3,25,15,9,3,3,44,22,14,3,2
313,39274,71,36,18,4,2,72,8,1,0,0,13,10,2,2,3,24,20,11,4,4,50,31,16,4,2
314,39559,84,52,25,5,3,96,11,1,0,0,25,17,3,2,3,23,30,16,6,4,58,46,22,5,3
315,39559,94,73,38,7,3,110,13,2,0,0,40,24,6,3,4,28,44,25,8,4,67,67,33,8,3
316,39560,100,99,55,10,3,112,13,2,0,0,60,29,9,4,5,42,59,38,11,4,79,92,50,11,3
317,39947,106,128,75,13,3,102,12,2,0,0,81,31,12,5,6,69,75,53,15,4,99,121,69,14,3
318,39947,117,157,91,15,4,84,10,2,1,0,103,29,14,7,8,103,89,68,18,4,132,149,86,17,3
319,39948,146,181,101,17,4,66,8,2,1,0,125,26,16,9,9,141,99,78,21,5,186,172,97,20,3
320,40242,197,196,102,18,5,53,5,2,1,0,146,24,16,11,11,172,103,81,23,5,253,185,99,21,4
321,40243,267,197,93,17,5,46,4,2,1,1,165,26,15,12,12,193,100,78,23,6,327,185,92,21,4
322,40533,338,182,79,16,5,44,3,2,1,1,177,32,14,13,12,200,91,70,22,6,388,169,79,20,4
323,40533,395,153,63,15,4,43,3,2,0,1,181,41,13,13,12,193,76,60,20,6,423,140,63,18,4
324,40934,424,117,49,14,4,42,2,2,0,1,172,49,13,12,10,181,57,49,17,6,426,105,49,16,4
325,40935,418,80,38,12,3,40,2,1,0,1,152,53,13,10,9,163,38,40,14,5,399,70,37,14,3
326,40935,387,50,30,11,3,37,1,1,0,1,126,54,13,9,7,155,23,32,12,5,360,43,28,12,3
327,40935,344,30,23,9,3,35,1,1,1,1,102,51,12,7,6,152,13,25,10,5,320,25,21,10,3
328,41239,305,19,18,8,3,35,1,1,1,1,88,46,11,5,5,158,9,19,9,5,298,17,16,9,3
329,41239,275,15,15,7,3,37,1,1,1,1,86,41,10,4,5,167,9,16,8,6,292,14,12,8,3
330,41552,261,13,13,7,3,39,1,1,1,1,93,35,9,4,5,180,11,13,9,6,306,13,10,8,3
331,41552,254,12,11,7,3,40,1,1,1,1,103,30,7,4,5,191,11,12,9,7,320,12,9,8,2
332,41553,251,10,11,6,2,40,1,1,1,1,109,25,6,4,5,196,12,10,8,7,330,10,9,8,2
333,41955,241,8,11,6,2,38,1,1,1,1,106,20,6,5,5,191,11,9,8,7,321,9,9,7,2
334,41955,225,7,11,5,2,33,1,1,1,1,93,16,6,5,5,176,10,7,6,7,295,8,8,5,2
335,41961,201,7,11,4,2,26,1,1,1,1,74,13,5,5,4,156,9,6,5,6,254,7,8,4,2
336,42269,174,9,12,4,2,19,2,1,1,1,53,12,5,4,4,132,9,6,4,6,209,8,9,3,2
337,42269,149,11,14,4,2,13,2,1,1,1,34,11,5,4,3,112,10,8,3,6,169,10,10,4,2
338,42583,131,15,17,5,3,9,2,1,1,1,21,11,4,3,3,99,12,12,3,6,141,12,12,5,3
339,42584,121,20,20,6,3,7,2,1,1,1,12,12,4,3,3,96,16,16,4,5,124,16,16,7,4
340,42585,118,24,24,8,3,7,2,1,1,1,7,12,4,2,4,105,22,21,5,5,117,19,20,9,4
341,42980,121,27,28,9,4,7,3,1,1,1,5,12,3,2,4,123,31,27,7,6,118,21,25,11,4
342,42980,127,29,33,9,4,7,3,1,1,1,4,13,3,2,4,145,40,33,8,6,123,24,29,12,4
343,42980,132,31,35,9,4,7,3,1,0,1,6,15,4,2,4,162,49,39,9,6,128,26,32,12,4
344,43294,135,33,36,9,4,6,2,1,0,1,10,18,4,2,3,168,54,41,10,6,129,29,32,12,4
345,43295,133,35,33,8,3,5,2,1,0,0,15,21,4,2,3,157,55,41,10,6,126,33,29,11,4
346,43313,129,36,29,7,3,4,2,1,0,1,22,23,3,2,3,134,50,37,9,6,118,36,24,10,3
347,43638,122,35,23,7,3,4,1,1,0,1,28,23,3,2,3,106,41,30,8,5,110,37,19,9,3
348,43638,114,33,17,6,2,3,1,1,0,1,32,21,2,2,3,82,31,21,7,4,101,34,13,8,2
349,44046,103,29,12,6,2,3,1,1,0,1,33,18,2,2,3,64,22,14,6,3,91,30,9,6,2
350,44048,90,25,8,5,2,3,1,1,0,1,31,14,2,2,3,54,15,8,5,2,81,25,7,6,2
351,44048,73,23,7,5,2,2,1,1,0,0,27,11,1,1,4,47,12,5,4,2,66,20,5,5,2
352,44065,56,23,6,4,2,3,1,1,0,0,23,9,1,1,4,42,11,4,3,2,52,19,5,4,2
353,44380,39,25,6,4,2,6,4,2,1,0,19,7,1,1,4,35,13,4,3,2,37,20,4,4,2
354,44380,29,28,5,3,2,13,10,3,1,0,18,6,1,2,4,28,16,4,3,2,27,24,4,3,2
355,44679,23,32,5,3,2,26,20,6,2,0,17,6,1,2,4,23,21,4,2,2,21,29,4,3,2
356,44680,21,35,5,2,1,42,32,10,2,0,18,5,2,2,3,19,26,5,2,2,19,33,4,2,1
357,44680,21,35,5,2,1,42,32,10,2,0,18,5,2,2,3,19,26,5,2,2,19,33,4,2,1
358,45094,26,36,5,2,1,70,49,15,3,0,22,4,2,3,3,22,34,6,3,2,25,38,4,2,1
359,45094,32,34,5,2,1,73,48,15,3,0,25,4,1,3,3,30,35,7,3,2,32,37,4,2,1
360,45095,41,31,6,2,2,66,41,13,3,0,32,5,1,3,2,42,34,10,4,2,42,33,4,2,2
361,45410,53,27,7,2,2,53,29,10,2,0,43,6,1,3,2,67,31,14,4,2,54,28,6,3,2
362,45410,69,22,8,3,2,38,17,7,1,0,60,9,2,3,2,106,28,19,5,2,69,22,8,3,2
363,45782,86,20,10,3,2,25,8,4,1,0,79,13,2,3,3,167,27,25,6,3,87,17,11,4,2
364,45783,86,20,10,3,2,25,8,4,1,0,79,13,2,3,3,167,27,25,6,3,87,17,11,4,2
365,45784,112,19,10,4,2,12,1,2,0,0,101,22,3,3,4,321,32,31,7,2,118,16,14,4,1
366,46169,117,20,10,4,2,9,1,1,0,0,96,26,4,3,4,380,36,29,7,2,123,17,14,4,1
367,46169,115,19,9,4,2,7,1,1,0,0,81,29,3,3,5,403,37,25,7,2,120,18,13,4,1
368,46170,113,18,9,4,2,5,1,1,0,0,60,28,3,3,5,389,35,20,6,2,110,18,12,4,2
369,46189,116,16,11,4,2,4,1,1,0,0,41,26,2,3,5,340,31,15,6,2,104,17,13,5,2
370,46517,116,16,11,4,2,4,1,1,0,0,41,26,2,3,5,340,31,15,6,2,104,17,13,5,2
371,46517,128,13,14,5,3,4,2,1,0,0,27,22,2,2,5,267,24,12,6,2,102,15,15,5,2
372,46942,150,11,16,6,3,7,2,1,0,0,19,17,2,3,5,199,18,11,6,2,113,14,17,7,2
373,46943,172,10,18,7,3,11,2,1,0,0,17,13,2,3,4,151,15,11,7,2,129,12,19,8,2
374,46943,189,10,19,7,3,14,2,1,1,0,16,11,2,3,4,125,16,12,7,2,145,11,20,8,2
375,46944,194,11,17,7,3,16,2,1,1,0,16,10,2,4,4,117,21,11,7,2,154,11,18,8,2
376,47290,181,12,14,6,2,16,2,1,1,0,14,10,2,4,4,117,26,10,6,2,149,11,15,8,2
377,47291,151,13,10,5,2,13,1,1,0,0,12,10,2,4,3,115,31,8,6,2,129,11,11,6,2
378,47636,113,12,6,4,2,9,1,1,0,0,9,9,2,4,3,112,34,6,5,3,100,10,8,5,2
379,47637,76,10,4,3,2,6,1,0,0,0,7,8,1,4,3,112,35,6,5,3,71,9,6,3,2
380,47638,47,7,3,2,2,3,1,0,0,0,6,7,1,3,3,116,33,6,5,3,47,6,5,2,2
381,48083,29,5,2,2,2,2,1,0,0,0,7,6,1,3,3,121,30,6,5,2,32,4,4,2,2
382,48084,22,4,4,2,2,2,1,0,0,0,9,7,1,3,3,127,27,9,5,3,27,4,6,2,2
383,48085,22,8,9,3,3,2,2,0,0,0,15,9,2,3,3,126,28,20,5,3,27,9,11,4,3
384,48085,25,14,12,4,4,3,2,0,0,0,19,10,3,3,3,141,35,29,5,4,29,16,15,5,4
385,48422,31,21,15,6,4,3,1,0,0,0,23,11,4,3,3,189,42,39,5,4,34,24,19,7,5
386,48423,43,28,16,7,5,2,2,1,0,0,28,13,5,3,3,279,49,48,5,5,44,33,21,8,5
387,48424,60,36,15,7,5,2,2,1,0,0,34,18,5,3,4,384,52,51,5,5,59,41,20,8,5
388,48895,79,43,14,7,4,2,2,1,0,0,42,27,6,3,4,471,51,49,5,5,77,48,17,8,4
389,48895,99,48,11,7,4,3,3,1,0,0,51,39,7,3,4,509,46,41,5,4,97,52,14,7,4
390,48896,116,53,10,6,3,3,3,1,0,0,58,52,8,3,5,482,39,30,5,4,115,55,11,6,3
391,49288,131,58,10,5,2,3,3,1,0,0,61,62,8,3,5,401,33,19,5,3,132,57,10,5,2
392,49289,145,62,11,5,2,3,3,1,0,0,59,66,8,3,5,300,31,12,5,3,150,59,10,5,2
393,49289,159,66,13,5,2,4,3,1,0,0,55,64,7,3,5,216,36,9,5,3,168,61,12,5,2
394,49665,173,69,16,6,2,5,3,1,0,0,50,58,6,2,5,166,47,10,5,3,184,65,14,5,2
395,49666,187,71,18,7,2,6,4,1,0,0,48,52,6,2,4,159,63,12,5,3,195,69,17,6,3
396,49666,198,73,21,8,3,17,9,1,1,0,50,48,6,2,4,178,82,15,6,4,201,73,21,7,3
397,49688,212,74,25,9,3,84,28,4,1,1,56,47,7,2,4,197,102,18,8,5,201,76,25,8,4
398,50117,234,75,28,10,4,282,78,12,2,1,61,47,7,2,4,210,118,20,10,6,208,79,27,9,5
399,50117,274,76,31,11,5,657,168,27,3,2,62,47,7,3,4,207,129,21,12,7,236,82,29,10,6
400,50118,343,81,33,13,7,1179,288,47,6,4,58,47,7,3,4,203,134,22,14,9,299,88,29,12,7
401,48,446,96,37,18,8,1731,412,68,8,5,50,47,6,3,5,211,138,25,18,10,406,105,31,16,8
402,170,446,96,37,18,8,1731,412,68,8,5,50,47,6,3,5,211,138,25,18,10,406,105,31,16,8
403,284,569,127,44,27,10,2144,501,85,11,7,42,50,7,4,5,238,148,29,25,11,543,138,35,25,10
404,413,782,230,65,52,14,2092,477,86,13,6,44,77,10,7,9,334,186,44,46,15,784,244,55,51,14
405,551,782,230,65,52,14,2092,477,86,13,6,44,77,10,7,9,334,186,44,46,15,784,244,55,51,14
406,729,825,278,76,62,15,1647,373,70,11,5,62,100,15,10,15,380,203,51,55,16,832,291,66,63,15
407,860,809,301,82,67,16,1097,247,50,9,3,91,122,21,16,21,405,207,56,60,15,813,311,73,69,15
408,931,634,250,70,55,13,260,59,16,3,1,147,139,33,26,33,373,161,49,52,12,631,251,63,58,12
409,1116,507,188,55,42,10,90,21,8,2,1,156,126,34,28,33,323,119,39,41,9,509,186,49,45,10
410,1158,381,124,38,30,8,34,8,5,1,0,146,102,31,27,30,269,76,28,30,7,390,120,34,32,7
411,1286,273,72,23,20,6,24,5,3,1,0,120,72,25,23,23,215,43,17,21,5,288,68,21,21,5
412,1420,188,38,13,14,5,22,4,2,1,0,85,44,17,18,16,167,23,9,15,4,205,36,12,14,4
413,1553,119,21,7,10,4,19,3,2,1,0,50,23,10,13,10,110,13,5,11,4,132,20,7,10,4
414,1703,119,21,7,10,4,19,3,2,1,0,50,23,10,13,10,110,13,5,11,4,132,20,7,10,4
415,1877,38,10,4,6,3,10,1,1,1,0,13,8,4,9,6,35,8,3,7,3,43,12,3,6,3
416,1913,24,10,5,4,2,7,1,1,0,0,16,9,9,10,9,20,8,4,6,2,26,12,5,4,3
417,2083,22,12,8,3,2,5,1,0,0,0,34,14,23,12,13,14,8,6,5,2,23,13,8,4,2
418,2191,28,16,12,3,2,4,1,1,0,0,67,25,43,15,18,16,9,8,5,2,29,16,13,4,2
419,2295,38,24,18,3,2,6,3,1,0,0,107,43,66,19,23,23,12,10,6,2,40,22,20,4,2
420,2412,38,24,18,3,2,6,3,1,0,0,107,43,66,19,23,23,12,10,6,2,40,22,20,4,2
421,2567,54,35,24,5,2,9,6,3,0,0,146,70,85,22,27,33,16,11,8,2,57,32,27,5,3
422,2698,73,50,28,6,3,13,11,4,0,0,172,106,95,22,27,46,23,13,9,3,78,44,33,7,4
423,2821,93,66,29,7,4,18,17,6,1,0,178,146,92,21,25,57,31,14,10,4,97,58,35,8,4
424,2928,116,84,24,7,4,26,25,8,1,0,138,207,61,13,17,63,43,13,8,5,117,76,31,8,5
425,3078,114,81,19,7,4,27,25,8,1,0,107,211,43,9,12,57,44,13,7,5,110,75,25,7,5
426,3186,102,71,14,6,4,25,21,6,1,0,81,192,29,7,9,47,39,11,5,4,94,67,20,7,4
427,3294,84,55,10,5,3,20,16,4,1,0,62,157,20,6,6,36,31,10,4,4,74,53,15,6,4
428,3439,64,38,8,4,3,15,10,3,1,0,48,113,14,5,5,29,22,9,3,3,53,37,11,5,3
429,3561,46,23,6,3,2,9,5,2,1,0,36,72,10,5,4,26,15,8,3,2,37,23,9,4,2
430,3702,31,13,5,3,2,5,3,1,0,0,25,41,8,4,3,26,13,6,3,2,25,13,6,3,2
431,3826,21,7,4,3,1,3,1,1,0,0,16,22,6,4,3,28,15,5,3,2,18,8,4,3,1
432,3912,13,4,3,2,1,2,1,1,0,0,11,13,4,4,2,32,20,4,3,1,12,5,3,3,1
433,4041,9,3,2,2,1,1,1,1,0,0,8,9,3,3,2,38,26,4,4,1,9,4,2,2,1
434,4175,6,3,1,2,1,1,1,1,0,0,7,8,3,3,2,45,29,3,4,1,7,3,2,2,1
435,4310,6,3,1,2,1,1,1,1,0,0,7,8,3,3,2,45,29,3,4,1,7,3,2,2,1
436,4444,5,3,2,2,1,1,1,1,0,0,5,6,1,3,2,51,26,3,4,1,6,3,2,2,1
437,4552,6,4,3,3,1,1,1,1,0,0,4,5,1,3,2,47,21,4,4,1,7,3,3,3,1
438,4718,7,5,4,3,1,1,1,1,0,0,4,4,0,3,3,38,15,5,4,2,8,4,4,4,1
439,4789,9,5,5,4,1,1,1,1,0,0,3,4,0,3,3,26,11,5,4,2,9,4,5,4,1
440,4943,10,5,6,4,2,2,1,1,0,0,3,4,0,4,3,18,8,6,4,2,10,5,6,5,2
441,5047,10,5,6,4,2,2,2,1,0,0,2,4,1,4,3,9,6,6,4,2,11,4,6,5,2
442,5223,10,4,6,4,2,2,1,1,0,0,2,5,1,4,3,5,5,6,3,2,10,4,6,4,2
443,5321,9,3,5,3,2,2,1,1,0,0,2,5,1,3,2,3,4,5,3,2,9,3,6,3,2
444,5424,9,3,5,3,2,2,1,1,0,0,2,5,1,3,2,3,4,5,3,2,9,3,6,3,2
445,5536,7,2,5,2,2,3,1,1,0,0,2,5,1,3,3,2,2,5,3,2,6,2,5,2,2
446,5707,7,2,6,2,2,5,1,1,1,0,2,4,1,2,3,2,2,5,3,2,5,2,6,2,1
447,5800,7,2,6,2,2,5,1,1,1,0,2,4,1,2,3,2,2,5,3,2,5,2,6,2,1
448,5915,7,2,8,3,2,7,2,1,1,0,3,4,1,2,3,4,2,7,3,2,6,2,8,3,1
449,6037,9,3,11,4,2,10,2,2,1,0,6,4,1,2,3,6,2,9,4,2,9,3,11,5,1
450,6222,12,4,18,7,2,13,2,2,1,0,13,5,1,3,3,9,3,13,7,2,13,4,19,8,2
451,6287,16,5,27,11,2,14,2,2,1,0,22,7,2,3,3,10,4,20,10,3,17,5,29,13,2
452,6410,26,7,38,17,3,16,2,2,1,0,35,12,3,3,3,14,6,28,15,3,22,9,42,19,3
453,6541,62,12,51,25,5,23,3,2,1,0,58,23,6,3,4,38,10,37,19,4,29,16,57,25,4
454,6732,149,20,64,33,6,36,5,3,1,0,99,46,14,4,4,95,16,45,23,4,49,28,73,30,5
455,6804,307,35,77,43,8,56,8,4,1,0,163,86,30,5,5,197,27,53,26,4,101,46,89,35,7
456,6933,551,61,94,53,10,78,13,7,2,0,247,149,55,7,7,352,44,62,29,5,208,71,105,38,8
457,7059,872,100,117,63,13,95,16,8,3,0,340,234,88,8,10,543,68,74,32,6,373,102,120,42,10
458,7197,1208,144,148,71,14,100,19,10,3,0,422,327,121,9,13,734,96,91,36,8,567,135,135,45,11
459,7327,1477,184,183,75,16,91,18,9,3,0,474,409,147,10,16,867,121,113,41,10,738,162,147,47,13
460,7461,1606,207,217,73,17,71,16,8,3,0,483,455,157,9,18,907,137,136,44,13,832,175,158,47,15
461,7532,1317,181,251,56,21,29,8,4,2,1,373,400,126,7,17,681,126,174,41,19,696,147,169,40,19
462,7764,993,141,241,44,22,17,6,3,1,1,287,315,95,6,14,528,103,179,35,21,530,114,166,34,21
463,7835,993,141,241,44,22,17,6,3,1,1,287,315,95,6,14,528,103,179,35,21,530,114,166,34,21
464,7978,672,98,213,33,24,15,5,3,1,1,213,225,63,5,12,451,77,173,29,22,386,81,156,27,22
465,8053,427,63,176,24,23,17,5,3,1,1,172,154,38,5,9,487,52,155,22,22,313,55,139,22,22
466,8197,291,41,135,18,22,19,5,4,1,1,163,114,22,5,8,603,33,131,17,21,316,38,116,18,20
467,8343,245,30,98,13,18,20,4,4,1,1,175,100,15,6,9,721,23,103,13,18,359,30,89,15,17
468,8412,238,25,69,11,14,19,4,4,1,1,192,99,13,7,9,769,19,77,10,15,390,28,65,12,14
469,8563,220,21,47,8,10,16,3,3,1,0,197,99,13,7,10,702,19,55,8,11,371,25,44,9,10
470,8696,183,17,31,6,6,12,2,2,1,0,180,92,12,7,10,543,21,37,6,8,308,22,29,7,7
471,8803,139,13,20,4,4,9,2,2,0,0,143,79,11,6,9,357,23,24,4,6,229,18,18,5,4
472,8965,100,10,13,3,2,6,2,1,0,0,97,63,8,5,8,194,25,16,3,4,155,14,12,4,3
473,9045,71,9,10,3,2,4,1,1,0,0,57,48,5,5,7,90,24,11,3,4,102,12,9,3,2
474,9202,59,10,10,3,1,3,1,1,0,0,30,40,4,4,6,49,22,11,4,3,76,12,9,4,2
475,9362,62,15,14,5,2,2,1,1,0,0,19,38,2,4,5,57,22,14,5,4,72,16,14,5,3
476,9443,74,23,22,7,3,2,1,1,0,0,17,43,2,4,5,87,23,20,6,5,81,24,23,7,4
477,9641,92,33,31,9,5,2,1,1,0,0,20,50,2,3,4,122,31,27,8,6,98,35,33,9,5
478,9791,131,56,49,15,9,3,2,1,0,0,27,63,3,2,5,197,68,43,14,9,131,60,53,16,9
479,9791,147,64,64,19,12,4,2,1,0,0,29,65,4,2,5,221,93,58,18,12,141,69,68,20,12
480,9958,161,69,94,24,16,5,3,1,1,0,29,63,5,2,6,232,114,88,22,15,144,74,99,24,16
481,10047,173,68,148,28,21,5,3,2,1,1,27,58,6,2,6,228,125,140,27,20,140,73,154,28,22
482,10225,180,62,227,31,26,7,4,2,1,1,25,52,7,3,7,209,120,213,30,25,134,66,232,31,28
483,10318,186,52,318,34,31,8,4,2,1,1,23,45,7,3,7,186,103,294,34,29,134,56,321,34,33
484,10493,196,42,398,35,35,10,4,2,1,1,23,40,7,4,6,170,78,362,35,32,149,44,398,35,36
485,10583,213,33,442,35,35,11,4,2,1,1,24,35,6,4,6,167,52,396,36,33,182,34,439,36,37
486,10744,237,28,436,34,33,11,4,2,1,1,26,32,5,5,5,178,33,384,34,31,225,29,429,36,35
487,10834,260,29,381,32,30,10,3,2,1,1,29,30,5,5,5,196,25,330,32,28,268,30,374,34,31
488,10927,272,32,296,30,26,9,3,2,1,1,36,33,7,6,5,204,26,251,29,25,292,34,289,33,26
489,11125,272,32,296,30,26,9,3,2,1,1,36,33,7,6,5,204,26,251,29,25,292,34,289,33,26
490,11224,268,36,205,28,22,9,3,2,1,1,50,50,10,7,5,195,31,170,26,21,292,39,200,31,22
491,11321,252,37,130,26,18,11,3,2,1,1,70,85,15,9,7,166,36,104,24,18,274,42,127,29,18
492,11416,240,35,79,26,15,15,4,3,1,0,95,136,19,12,9,126,39,62,23,15,256,41,80,28,15
493,11637,240,30,52,25,13,19,4,3,1,0,115,190,23,16,11,92,38,42,24,13,250,37,56,26,12
494,11797,292,18,34,21,8,23,5,3,1,0,120,244,23,18,12,77,31,30,22,9,298,24,43,21,8
495,11798,292,18,34,21,8,23,5,3,1,0,120,244,23,18,12,77,31,30,22,9,298,24,43,21,8
496,12005,403,21,25,15,7,17,4,2,1,0,74,180,15,13,9,208,37,22,16,8,422,27,32,15,6
497,12114,478,31,23,13,7,12,3,2,0,0,48,123,10,9,7,332,47,20,14,8,507,37,28,13,7
